service_request_number;reported_date;service_request_summary;category;definition;follow_up_date;service_request_type;neighborhood
5453972;2021-09-29;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-13;CE-Weeds Occupied Property;Frayser
4692478;2020-06-11;Tree on sidewalk that belong to 3562 W Sutton Dr. It is not cut up on sidewalk  since Easter;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-06;CE-Weeds Occupied Property;Frayser
5678224;2022-04-29;high weeds and grass junky yard;Weeds;Closed Void;2022-07-12;CE-Weeds Occupied Property;Frayser
5270618;2021-05-22;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-14;CE-Weeds Occupied Property;Frayser
5247258;2021-05-07;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-22;CE-Junky Yard;Frayser
5058118;2021-02-04;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-28;CE-Junky Yard;Frayser
5965082;2022-11-12;COURT DATE 05-30-24 @ 9:00AM. Debris and trash all over the rear of property creating a hazard;Inspection-Junky Yard;Court case continued;2023-06-02;CE-Junky Yard;Frayser
5127426;2021-03-30;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-30;CE-Junky Yard;Frayser
5306544;2021-06-16;occupied property with high grass front and backyard;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-23;CE-Weeds Occupied Property;Frayser
6130188;2023-03-28;JUNKY FRONT YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-17;CE-Junky Yard;Frayser
5498230;2021-11-12;Backyard near rear property line  junk & inoperable vehicles on grass /;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-02-11;CE-Junky Yard;Frayser
4037778;2018-11-30;Court date set for 7/27/2022@ 9:00 a.m. Junky Yard/ High Weeds and Grass;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-06-22;CE-Junky Yard;Frayser
5270748;2021-05-22;INOPERABLE VEHICLES  IN YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-22;CE-Junky Yard;Frayser
5318964;2021-06-24;OCCUPIED PROPERTY - HIGH GRASS AND WEEDS BACK YARD;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-14;CE-Weeds Occupied Property;Egypt
5453426;2021-09-29;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-13;CE-Weeds Occupied Property;Egypt
5448456;2021-09-24;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-07;CE-Weeds Occupied Property;Egypt
5762134;2022-06-24;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Weeds Occupied Property;Egypt
5633114;2022-04-01;Backyard is full of debirs, high grass, overgrown shrubs and trees.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-04-22;CE-Junky Yard;Egypt
5448140;2021-09-24;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-07;CE-Weeds Occupied Property;Egypt
5762158;2022-06-24;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Weeds Occupied Property;Egypt
5776972;2022-07-05;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Weeds Occupied Property;Egypt
5258998;2021-05-15;JUNKY YARD AND HIGH GRASS;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-10;CE-Junky Yard;Egypt
5772280;2022-07-01;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-03;CE-Weeds Occupied Property;Egypt
5759782;2022-06-23;Occupied house high grass;Weeds;Case not justified;2022-07-07;CE-Weeds Occupied Property;Egypt
5358610;2021-07-22;HIGH GRASS JUNKY YARD;Inspection-Junky Yard;Closed, Other;2022-02-02;CE-Junky Yard;Egypt
5394434;2021-08-17;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-03-22;CE-Junky Yard;Egypt
5101918;2021-03-18;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Egypt
5483238;2021-10-26;LG TIRES/TRASH IN THE FRONT YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-03-22;CE-Junky Yard;Egypt
5453440;2021-09-29;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-13;CE-Weeds Occupied Property;Egypt
5448434;2021-09-24;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-08;CE-Weeds Occupied Property;Egypt
5776968;2022-07-05;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Weeds Occupied Property;Egypt
5101870;2021-03-18;junky & inoperable vehicle;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-06;CE-Junky Yard;Egypt
5448154;2021-09-24;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-08;CE-Weeds Occupied Property;Egypt
5698498;2022-05-12;COURT DATE 6/2/2023  @ 9:00 AM.;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-03-31;CE-Junky Yard;Egypt
4904508;2020-11-14;Backyard junk & inoperable vehicles in backyard- inspectors need to get of the cars  to look for backyard violations per their job description;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-06;CE-Junky Yard;Egypt
5870142;2022-08-24;COURT DATE 5/12/2023 @ 9:00AM. occ property with high grass.;Weeds;Case dismissed         Need further discussion;2023-04-14;CE-Weeds Occupied Property;Egypt
6081242;2023-02-24;CE-Junky Yard;Inspection-Junky Yard;No progress on V.O.;2023-11-27;CE-Junky Yard;Egypt
5776948;2022-07-05;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Weeds Occupied Property;Egypt
5618800;2022-03-21;junky backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-23;CE-Junky Yard;Egypt
5248324;2021-05-08;IN OPERABLE VEHICLES;Inspection-Junky Yard;Incompliance Violation order to move auto - Auto removed;2022-02-06;CE-Junky Yard;Egypt
5634378;2022-04-01;JUNKY FRONT/BKYARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-04-19;CE-Junky Yard;Egypt
5759186;2022-06-22;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Weeds Occupied Property;Egypt
5737008;2022-06-09;COURT DATE SET 3/19/2023 @9:00am Backyard near rear property line & beyond  including sand owners vacant lot next door has too much junk , inoperable vehicles on grass , overfilled dumpsters for years,;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-03-22;CE-Junky Yard;Egypt
5258926;2021-05-15;PARKING ON GRASS, OPEN STORAGE OF APPLIANCES AND OTHER CHATTELS UNDER CARPORT AND SIDEYARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-01;CE-Junky Yard;Egypt
5101922;2021-03-18;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Egypt
5776950;2022-07-05;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-25;CE-Weeds Occupied Property;Egypt
5762144;2022-06-24;CE-Weeds Occupied Property;Weeds;Closed, Other;2022-07-11;CE-Weeds Occupied Property;Egypt
5259068;2021-05-15;high grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-09-11;CE-Weeds Occupied Property;Egypt
4827706;2020-08-30;Appliance on the side of the house on driveway side;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-22;CE-Junky Yard;Egypt
3126066;2017-02-24;junky backyard;Inspection-Junky Yard;Closed Void;2024-04-08;CE-Junky Yard;Egypt
4904480;2020-10-29;Backyard - Disabled  inoperable vehicle on the grass in backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-22;CE-Junky Yard;Egypt
5101932;2021-03-18;inoperable vehicle / junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Egypt
5259042;2021-05-15;high grass and weeds;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-09-11;CE-Junky Yard;Egypt
5328376;2021-07-01;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-21;CE-Junky Yard;Egypt
5893580;2022-09-09;COURT DATE 6/14/2023 @ 9:00AM. high grass and weeds occupied property;Weeds;Case dismissed         Need further discussion;2023-05-03;CE-Weeds Occupied Property;Egypt
3720608;2018-04-26;Court date set for 5/26/2023 @ 9:00 A.M.  JUNKY PROPERTY;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-04-28;CE-Junky Yard;Egypt
5258846;2021-05-15;HIGH GRASS AND WEEDS,  FRONT AND BACK;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-14;CE-Weeds Occupied Property;Egypt
5259008;2021-05-15;JUNKY YARD AND HIGH GRASS;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-10;CE-Junky Yard;Egypt
5101920;2021-03-18;Court date set for 12/10/21 @ 9:00am - junky yard;Inspection-Junky Yard;Case dismissed         Need further discussion;2021-10-29;CE-Junky Yard;Egypt
5101906;2021-03-18;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Egypt
5321442;2021-06-25;high grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-14;CE-Weeds Occupied Property;Egypt
5258996;2021-05-15;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-08;CE-Junky Yard;Egypt
5772282;2022-07-01;Weeds Occupied House;Weeds;Closed Void;2022-07-19;CE-Weeds Occupied Property;Egypt
5368096;2021-07-29;CE-Junky Yard;Inspection-Junky Yard;Justified, Active already file;2022-02-20;CE-Junky Yard;Egypt
5459224;2021-10-04;mold;Inspection-Junky Yard;Incompliance violation order - Miscellaneous;2021-11-15;CE-Junky Yard;Egypt
5101928;2021-03-18;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Egypt
5754232;2022-06-18;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-07;CE-Weeds Occupied Property;Egypt
5443838;2021-09-22;Repeat violator -backyard & front yard junk with recreational vehicles on driveway;Inspection-Junky Yard;Closed, Other;2021-10-26;CE-Junky Yard;Egypt
5772278;2022-07-01;Weeds Occupied House;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-25;CE-Weeds Occupied Property;Egypt
5393876;2021-08-17;High grass in the front yard;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-15;CE-Weeds Occupied Property;Egypt
5776964;2022-07-05;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Weeds Occupied Property;Egypt
5668764;2022-04-27;COURT DATE 03/16/2023 @ 1:30 PM. JUNKY FRONT AND BACKYARD. ITEMS ARE BLOWING IN THE NEIGHBORS YARD.;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-02-16;CE-Junky Yard;Egypt
5448160;2021-09-24;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-07;CE-Weeds Occupied Property;Egypt
5453412;2021-09-29;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-16;CE-Weeds Occupied Property;Egypt
5443832;2021-09-22;high grass front and rear;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-08;CE-Weeds Occupied Property;Egypt
5687386;2022-05-05;Backyard near rear property front yard/ high grass and vegetation;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-25;CE-Weeds Occupied Property;Egypt
5448150;2021-09-24;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-07;CE-Weeds Occupied Property;Egypt
5766386;2022-06-28;high weeds in the back yard;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-14;CE-Weeds Occupied Property;Egypt
5234016;2021-04-29;CARPORT JUNK;Inspection-Junky Yard;Closed, Other;2021-07-24;CE-Junky Yard;Egypt
5759174;2022-06-22;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-07;CE-Weeds Occupied Property;Egypt
5258916;2021-05-15;INOPERABLE VEHICLES,  OVERGROWTH OF WEEDS AND BUSHES;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-01;CE-Junky Yard;Egypt
5448144;2021-09-24;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-07;CE-Weeds Occupied Property;Egypt
5101882;2021-03-18;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Egypt
5101912;2021-03-18;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Egypt
5761926;2022-06-24;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Egypt
5777358;2022-07-06;occupied property - high grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-25;CE-Weeds Occupied Property;Egypt
5453438;2021-09-29;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-13;CE-Weeds Occupied Property;Egypt
5759176;2022-06-22;CE-Weeds Occupied Property;Weeds;Case not justified;2022-07-07;CE-Weeds Occupied Property;Egypt
5258936;2021-05-15;PARKING ON GRASS,  INOPERABLE VEHICLE AND OPEN STORAGE UNDER CARPORT;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-20;CE-Junky Yard;Egypt
5776954;2022-07-05;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Weeds Occupied Property;Egypt
5448460;2021-09-24;HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-08;CE-Weeds Occupied Property;Egypt
5390840;2021-08-13;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-04;CE-Junky Yard;Egypt
5762688;2022-06-24;grass needs to be cut, water leak in front home;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Weeds Occupied Property;Egypt
5401634;2021-08-23;COURT DATE 1/21/2022 @ 1:30PM. High hedges & vegetation & high weeds front & rear;Weeds;Case dismissed         Need further discussion;2021-11-18;CE-Weeds Occupied Property;Egypt
5259026;2021-05-15;High GRASS AND WEEDS WAS CUT AT THE TIME OF INSPECTION;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-09-11;CE-Junky Yard;Egypt
